start_ms	end_ms	head	brows	right-hand	left-hand	body	video_name	sType	sentence	speaker	start_frames	end_frames	frame_count	main_sign	pos
633	1233			ОКНО			st-okno_razb-makh	st	okno_razb	makh	16.0	35.0	80	ОКНО	N
1433	2033			РАЗБИТЫЙ			st-okno_razb-makh	st	okno_razb	makh	42.0	60.0	80	РАЗБИТЫЙ	V
1466	2033				РАЗБИТЫЙ		st-okno_razb-makh	st	okno_razb	makh	43.0	60.0	80		
500	1100				ОКНО		st-okno_razb-mira	st	okno_razb	mira	12.0	31.0	70	ОКНО	N
1166	2066			РАЗБИТЫЙ			st-okno_razb-mira	st	okno_razb	mira	33.0	62.0	70		
1266	2066				РАЗБИТЫЙ		st-okno_razb-mira	st	okno_razb	mira	37.0	62.0	70	РАЗБИТЫЙ	V
233	833			ОКНО			st-okno_razb-tanya	st	okno_razb	tanya	4.0	23.0	59	ОКНО	N
800	1466				РАЗБИТЫЙ		st-okno_razb-tanya	st	okno_razb	tanya	22.0	43.0	59		
966	1466			РАЗБИТЫЙ			st-okno_razb-tanya	st	okno_razb	tanya	27.0	43.0	59	РАЗБИТЫЙ	V
200	2166		br_raise				gen_q-papa_beg-tanya	gen_q	papa_beg	tanya	3.0	65.0	75		
466	1200			ПАПА			gen_q-papa_beg-tanya	gen_q	papa_beg	tanya	11.0	34.0	75	ПАПА	N
1233	2233				БЕЖАТЬ		gen_q-papa_beg-tanya	gen_q	papa_beg	tanya	35.0	67.0	75		
1300	2233			БЕЖАТЬ			gen_q-papa_beg-tanya	gen_q	papa_beg	tanya	37.0	67.0	75	БЕЖАТЬ	V
300	2033		br_raise				gen_q-papa_beg-alt	gen_q	papa_beg	alt	6.0	61.0	72		
333	2033	turn_forward					gen_q-papa_beg-alt	gen_q	papa_beg	alt	7.0	61.0	72		
533	1166			ПАПА			gen_q-papa_beg-alt	gen_q	papa_beg	alt	13.0	33.0	72	ПАПА	N
1300	2033				БЕЖАТЬ		gen_q-papa_beg-alt	gen_q	papa_beg	alt	38.0	61.0	72		
1433	2033			БЕЖАТЬ			gen_q-papa_beg-alt	gen_q	papa_beg	alt	42.0	61.0	72	БЕЖАТЬ	V
166	2066		br_raise				gen_q-papa_beg-makh	gen_q	papa_beg	makh	2.0	62.0	78		
266	866			ПАПА			gen_q-papa_beg-makh	gen_q	papa_beg	makh	5.0	24.0	78	ПАПА	N
966	2000				БЕЖАТЬ		gen_q-papa_beg-makh	gen_q	papa_beg	makh	27.0	60.0	78		
1066	2000			БЕЖАТЬ			gen_q-papa_beg-makh	gen_q	papa_beg	makh	30.0	60.0	78	БЕЖАТЬ	V
1166	2033	turn_forward					gen_q-papa_beg-makh	gen_q	papa_beg	makh	33.0	61.0	78		
600	2133		br_raise				gen_q-papa_beg-mira	gen_q	papa_beg	mira	15.0	64.0	77		
633	1266				ПАПА		gen_q-papa_beg-mira	gen_q	papa_beg	mira	16.0	36.0	77	ПАПА	N
866	1400	nod					gen_q-papa_beg-mira	gen_q	papa_beg	mira	24.0	41.0	77		
1400	2166	nod					gen_q-papa_beg-mira	gen_q	papa_beg	mira	41.0	65.0	77		
1533	2233				БЕЖАТЬ		gen_q-papa_beg-mira	gen_q	papa_beg	mira	45.0	67.0	77	БЕЖАТЬ	V
1600	2233			БЕЖАТЬ			gen_q-papa_beg-mira	gen_q	papa_beg	mira	47.0	67.0	77		
174	1091			ПАПА			gen_q-papa_beg-kar	gen_q	papa_beg	kar	0.0	23.0	51	ПАПА	N
1266	1965			БЕЖАТЬ	БЕЖАТЬ		gen_q-papa_beg-kar	gen_q	papa_beg	kar	28.0	45.0	51	БЕЖАТЬ	V
466	1166			ПАПА			st-papa_beg-tanya	st	papa_beg	tanya	11.0	33.0	76	ПАПА	N
1300	2433			БЕЖАТЬ	БЕЖАТЬ		st-papa_beg-tanya	st	papa_beg	tanya	37.0	73.0	76	БЕЖАТЬ	V
533	1433			ПАПА			st-papa_beg-alt	st	papa_beg	alt	13.0	41.0	85	ПАПА	N
1566	2400			БЕЖАТЬ			st-papa_beg-alt	st	papa_beg	alt	46.0	72.0	85	БЕЖАТЬ	V
1633	2400				БЕЖАТЬ		st-papa_beg-alt	st	papa_beg	alt	48.0	72.0	85		
1133	1900			ПАПА			st-papa_beg-makh	st	papa_beg	makh	32.0	56.0	106	ПАПА	N
1966	3033				БЕЖАТЬ		st-papa_beg-makh	st	papa_beg	makh	58.0	91.0	106		
2066	3033			БЕЖАТЬ			st-papa_beg-makh	st	papa_beg	makh	61.0	91.0	106	БЕЖАТЬ	V
366	1033				ПАПА		st-papa_beg-mira	st	papa_beg	mira	8.0	29.0	90	ПАПА	N
1200	2700			БЕЖАТЬ			st-papa_beg-mira	st	papa_beg	mira	34.0	81.0	90		
1266	2700				БЕЖАТЬ		st-papa_beg-mira	st	papa_beg	mira	36.0	81.0	90	БЕЖАТЬ	V
174	1004			ПАПА			st-papa_beg-kar	st	papa_beg	kar	0.0	21.0	47	ПАПА	N
1135	2008			БЕЖАТЬ	БЕЖАТЬ		st-papa_beg-kar	st	papa_beg	kar	25.0	46.0	47	БЕЖАТЬ	V
200	2033	turn_forward					gen_q-reb_tanc-alt	gen_q	reb_tanc	alt	3.0	61.0	74		
266	933			РЕБЕНОК			gen_q-reb_tanc-alt	gen_q	reb_tanc	alt	5.0	26.0	74	РЕБЕНОК	N
400	1966		br_raise				gen_q-reb_tanc-alt	gen_q	reb_tanc	alt	9.0	59.0	74		
1333	2033			ТАНЦЕВАТЬ	ТАНЦЕВАТЬ		gen_q-reb_tanc-alt	gen_q	reb_tanc	alt	39.0	61.0	74	ТАНЦЕВАТЬ	V
259	2130		br_raise				gen_q-reb_tanc-kar	gen_q	reb_tanc	kar	2.0	41.0	46		
311	1039			РЕБЕНОК			gen_q-reb_tanc-kar	gen_q	reb_tanc	kar	3.0	18.0	46	РЕБЕНОК	N
363	1039	turn_forward					gen_q-reb_tanc-kar	gen_q	reb_tanc	kar	4.0	18.0	46		
1247	2078				ТАНЦЕВАТЬ		gen_q-reb_tanc-kar	gen_q	reb_tanc	kar	22.0	40.0	46		
1299	1714	nod					gen_q-reb_tanc-kar	gen_q	reb_tanc	kar	24.0	32.0	46		
1299	2078			ТАНЦЕВАТЬ			gen_q-reb_tanc-kar	gen_q	reb_tanc	kar	24.0	40.0	46	ТАНЦЕВАТЬ	V
1714	2130	nod					gen_q-reb_tanc-kar	gen_q	reb_tanc	kar	32.0	41.0	46		
533	2000		br_raise				gen_q-reb_tanc-makh	gen_q	reb_tanc	makh	13.0	60.0	77		
933	1133			РЕБЕНОК			gen_q-reb_tanc-makh	gen_q	reb_tanc	makh	26.0	32.0	77	РЕБЕНОК	N
1233	2033				ТАНЦЕВАТЬ		gen_q-reb_tanc-makh	gen_q	reb_tanc	makh	35.0	61.0	77		
1300	2033			ТАНЦЕВАТЬ			gen_q-reb_tanc-makh	gen_q	reb_tanc	makh	37.0	61.0	77	ТАНЦЕВАТЬ	V
1500	2033	turn_forward					gen_q-reb_tanc-makh	gen_q	reb_tanc	makh	44.0	61.0	77		
500	1033	nod					gen_q-reb_tanc-mira	gen_q	reb_tanc	mira	12.0	29.0	74		
533	1100				РЕБЕНОК		gen_q-reb_tanc-mira	gen_q	reb_tanc	mira	13.0	31.0	74	РЕБЕНОК	N
1300	1966			ТАНЦЕВАТЬ			gen_q-reb_tanc-mira	gen_q	reb_tanc	mira	38.0	59.0	74		
1333	1966				ТАНЦЕВАТЬ		gen_q-reb_tanc-mira	gen_q	reb_tanc	mira	39.0	59.0	74	ТАНЦЕВАТЬ	V
1366	1766	nod					gen_q-reb_tanc-mira	gen_q	reb_tanc	mira	40.0	52.0	74		
133	2200		br_raise				gen_q-reb_tanc-tanya	gen_q	reb_tanc	tanya	0.0	66.0	70		
200	1033	nod					gen_q-reb_tanc-tanya	gen_q	reb_tanc	tanya	3.0	29.0	70		
233	900			РЕБЕНОК			gen_q-reb_tanc-tanya	gen_q	reb_tanc	tanya	4.0	25.0	70	РЕБЕНОК	N
1033	1700				ТАНЦЕВАТЬ		gen_q-reb_tanc-tanya	gen_q	reb_tanc	tanya	29.0	50.0	70		
1100	1700			ТАНЦЕВАТЬ			gen_q-reb_tanc-tanya	gen_q	reb_tanc	tanya	31.0	50.0	70	ТАНЦЕВАТЬ	V
1133	1533	nod					gen_q-reb_tanc-tanya	gen_q	reb_tanc	tanya	32.0	45.0	70		
311	1039			РЕБЕНОК			st-reb_tanc-kar	st	reb_tanc	kar	3.0	18.0	45	РЕБЕНОК	N
1143	2078				ТАНЦЕВАТЬ		st-reb_tanc-kar	st	reb_tanc	kar	20.0	40.0	45		
1195	2078			ТАНЦЕВАТЬ			st-reb_tanc-kar	st	reb_tanc	kar	21.0	40.0	45	ТАНЦЕВАТЬ	V
633	1600			РЕБЕНОК			st-reb_tanc-alt	st	reb_tanc	alt	16.0	46.0	95	РЕБЕНОК	N
1733	2800			ТАНЦЕВАТЬ			st-reb_tanc-alt	st	reb_tanc	alt	51.0	84.0	95	ТАНЦЕВАТЬ	V
1766	2800				ТАНЦЕВАТЬ		st-reb_tanc-alt	st	reb_tanc	alt	52.0	84.0	95		
933	1266			РЕБЕНОК			st-reb_tanc-makh	st	reb_tanc	makh	26.0	36.0	83	РЕБЕНОК	N
1400	2133				ТАНЦЕВАТЬ		st-reb_tanc-makh	st	reb_tanc	makh	40.0	64.0	83		
1500	2133			ТАНЦЕВАТЬ			st-reb_tanc-makh	st	reb_tanc	makh	44.0	64.0	83	ТАНЦЕВАТЬ	V
400	966				РЕБЕНОК		st-reb_tanc-mira	st	reb_tanc	mira	9.0	27.0	75	РЕБЕНОК	N
1166	2000				ТАНЦЕВАТЬ		st-reb_tanc-mira	st	reb_tanc	mira	33.0	60.0	75	ТАНЦЕВАТЬ	V
1366	1966			ТАНЦЕВАТЬ			st-reb_tanc-mira	st	reb_tanc	mira	40.0	59.0	75		
733	1333			РЕБЕНОК			st-reb_tanc-tanya	st	reb_tanc	tanya	19.0	38.0	81	РЕБЕНОК	N
1400	2166				ТАНЦЕВАТЬ		st-reb_tanc-tanya	st	reb_tanc	tanya	40.0	65.0	81		
1500	2266			ТАНЦЕВАТЬ			st-reb_tanc-tanya	st	reb_tanc	tanya	44.0	68.0	81	ТАНЦЕВАТЬ	V
233	1333		br_raise				gen_q-sob_est-alt	gen_q	sob_est	alt	4.0	39.0	75		
600	1300	turn_forward					gen_q-sob_est-alt	gen_q	sob_est	alt	15.0	37.0	75		
833	1266			СОБАКА			gen_q-sob_est-alt	gen_q	sob_est	alt	23.0	36.0	75	СОБАКА	N
1366	2200		br_raise				gen_q-sob_est-alt	gen_q	sob_est	alt	40.0	66.0	75		
1633	2200	turn_forward					gen_q-sob_est-alt	gen_q	sob_est	alt	48.0	66.0	75		
1666	2166			ЕСТЬ			gen_q-sob_est-alt	gen_q	sob_est	alt	49.0	65.0	75	ЕСТЬ	V
174	652			СОБАКА	СОБАКА		gen_q-sob_est-kar	gen_q	sob_est	kar	0.0	13.0	40	СОБАКА	N
870	1609					lf	gen_q-sob_est-kar	gen_q	sob_est	kar	18.0	37.0	40		
913	1522			ЕСТЬ			gen_q-sob_est-kar	gen_q	sob_est	kar	19.0	35.0	40	ЕСТЬ	V
466	2000		br_raise				gen_q-sob_est-makh	gen_q	sob_est	makh	11.0	59.0	90		
666	1266			СОБАКА			gen_q-sob_est-makh	gen_q	sob_est	makh	17.0	36.0	90	СОБАКА	N
966	1433	nod					gen_q-sob_est-makh	gen_q	sob_est	makh	27.0	41.0	90		
1466	2000			ЕСТЬ			gen_q-sob_est-makh	gen_q	sob_est	makh	42.0	59.0	90	ЕСТЬ	V
1500	1900	turn_forward					gen_q-sob_est-makh	gen_q	sob_est	makh	43.0	56.0	90		
200	1066		br_raise				gen_q-sob_est-mira	gen_q	sob_est	mira	3.0	30.0	73		
800	1133				СОБАКА		gen_q-sob_est-mira	gen_q	sob_est	mira	22.0	32.0	73	СОБАКА	N
1400	1966				ЕСТЬ		gen_q-sob_est-mira	gen_q	sob_est	mira	41.0	59.0	73	ЕСТЬ	V
200	1800		br_raise				gen_q-sob_est-tanya	gen_q	sob_est	tanya	3.0	54.0	70		
533	900	turn_forward					gen_q-sob_est-tanya	gen_q	sob_est	tanya	13.0	25.0	70		
566	933			СОБАКА			gen_q-sob_est-tanya	gen_q	sob_est	tanya	14.0	26.0	70	СОБАКА	N
1100	1733			ЕСТЬ			gen_q-sob_est-tanya	gen_q	sob_est	tanya	31.0	51.0	70	ЕСТЬ	V
866	1333			СОБАКА			st-sob_est-alt	st	sob_est	alt	24.0	38.0	80	СОБАКА	N
1633	2300			ЕСТЬ			st-sob_est-alt	st	sob_est	alt	48.0	69.0	80	ЕСТЬ	V
304	1000			СОБАКА	СОБАКА		st-sob_est-kar	st	sob_est	kar	4.0	21.0	46	СОБАКА	N
1174	1827			ЕСТЬ			st-sob_est-kar	st	sob_est	kar	26.0	42.0	46	ЕСТЬ	V
733	1300			СОБАКА			st-sob_est-makh	st	sob_est	makh	19.0	37.0	85	СОБАКА	N
1566	2033			ЕСТЬ			st-sob_est-makh	st	sob_est	makh	46.0	60.0	85	ЕСТЬ	V
566	966				СОБАКА		st-sob_est-mira	st	sob_est	mira	14.0	27.0	74	СОБАКА	N
1333	2000				ЕСТЬ		st-sob_est-mira	st	sob_est	mira	39.0	60.0	74	ЕСТЬ	V
500	1233			СОБАКА			st-sob_est-tanya	st	sob_est	tanya	12.0	35.0	83	СОБАКА	N
1500	2100			ЕСТЬ			st-sob_est-tanya	st	sob_est	tanya	44.0	62.0	83	ЕСТЬ	V
300	2100		br_raise				gen_q-tel_slom-alt	gen_q	tel_slom	alt	6.0	63.0	75		
666	1100			ТЕЛЕВИЗОР	ТЕЛЕВИЗОР		gen_q-tel_slom-alt	gen_q	tel_slom	alt	17.0	31.0	75	ТЕЛЕВИЗОР	N
1100	2100	turn_forward					gen_q-tel_slom-alt	gen_q	tel_slom	alt	31.0	63.0	75		
1300	2133				СЛОМАННЫЙ		gen_q-tel_slom-alt	gen_q	tel_slom	alt	37.0	64.0	75		
1466	2133			СЛОМАННЫЙ			gen_q-tel_slom-alt	gen_q	tel_slom	alt	43.0	64.0	75	СЛОМАННЫЙ	V
435	740			ТЕЛЕВИЗОР	ТЕЛЕВИЗОР		gen_q-tel_slom-kar	gen_q	tel_slom	kar	7.0	15.0	47	ТЕЛЕВИЗОР	N
740	1742		br_raise				gen_q-tel_slom-kar	gen_q	tel_slom	kar	15.0	40.0	47		
827	1699	turn_forward					gen_q-tel_slom-kar	gen_q	tel_slom	kar	17.0	39.0	47		
914	1699			СЛОМАННЫЙ	СЛОМАННЫЙ		gen_q-tel_slom-kar	gen_q	tel_slom	kar	19.0	39.0	47	СЛОМАННЫЙ	V
600	2166		br_raise				gen_q-tel_slom-makh	gen_q	tel_slom	makh	15.0	65.0	80		
800	1400			ТЕЛЕВИЗОР			gen_q-tel_slom-makh	gen_q	tel_slom	makh	22.0	41.0	80	ТЕЛЕВИЗОР	N
933	1400				ТЕЛЕВИЗОР		gen_q-tel_slom-makh	gen_q	tel_slom	makh	26.0	41.0	80		
1500	2033			СЛОМАННЫЙ			gen_q-tel_slom-makh	gen_q	tel_slom	makh	44.0	60.0	80	СЛОМАННЫЙ	V
1533	2033	turn_forward			СЛОМАННЫЙ		gen_q-tel_slom-makh	gen_q	tel_slom	makh	45.0	60.0	80		
133	2000		br_raise				gen_q-tel_slom-mira	gen_q	tel_slom	mira	0.0	60.0	71		
300	933			ТЕЛЕВИЗОР			gen_q-tel_slom-mira	gen_q	tel_slom	mira	6.0	26.0	71		
466	866				ТЕЛЕВИЗОР		gen_q-tel_slom-mira	gen_q	tel_slom	mira	11.0	24.0	71	ТЕЛЕВИЗОР	N
1033	1933			СЛОМАННЫЙ	СЛОМАННЫЙ		gen_q-tel_slom-mira	gen_q	tel_slom	mira	29.0	58.0	71	СЛОМАННЫЙ	V
1133	1566	turn_forward					gen_q-tel_slom-mira	gen_q	tel_slom	mira	32.0	46.0	71		
466	1200			ТЕЛЕВИЗОР			gen_q-tel_slom-tanya	gen_q	tel_slom	tanya	11.0	34.0	70	ТЕЛЕВИЗОР	N
700	1200				ТЕЛЕВИЗОР		gen_q-tel_slom-tanya	gen_q	tel_slom	tanya	19.0	34.0	70		
1266	2033			СЛОМАННЫЙ	СЛОМАННЫЙ		gen_q-tel_slom-tanya	gen_q	tel_slom	tanya	37.0	61.0	70	СЛОМАННЫЙ	V
1333	1766	nod					gen_q-tel_slom-tanya	gen_q	tel_slom	tanya	39.0	52.0	70		
1766	1933	nod					gen_q-tel_slom-tanya	gen_q	tel_slom	tanya	52.0	58.0	70		
433	833				ТЕЛЕВИЗОР		st-tel_slom-alt	st	tel_slom	alt	10.0	23.0	65		
433	866			ТЕЛЕВИЗОР			st-tel_slom-alt	st	tel_slom	alt	10.0	24.0	65	ТЕЛЕВИЗОР	N
1000	1833				СЛОМАННЫЙ		st-tel_slom-alt	st	tel_slom	alt	28.0	55.0	65		
1100	1666			СЛОМАННЫЙ			st-tel_slom-alt	st	tel_slom	alt	31.0	49.0	65	СЛОМАННЫЙ	V
522	1219			ТЕЛЕВИЗОР	ТЕЛЕВИЗОР		st-tel_slom-kar	st	tel_slom	kar	9.0	26.0	67	ТЕЛЕВИЗОР	N
1307	2178				СЛОМАННЫЙ		st-tel_slom-kar	st	tel_slom	kar	28.0	49.0	67		
1350	2178			СЛОМАННЫЙ			st-tel_slom-kar	st	tel_slom	kar	29.0	49.0	67	СЛОМАННЫЙ	V
366	966				ТЕЛЕВИЗОР		st-tel_slom-makh	st	tel_slom	makh	8.0	27.0	72		
366	1000			ТЕЛЕВИЗОР			st-tel_slom-makh	st	tel_slom	makh	8.0	28.0	72	ТЕЛЕВИЗОР	N
1100	1733			СЛОМАННЫЙ			st-tel_slom-makh	st	tel_slom	makh	31.0	51.0	72	СЛОМАННЫЙ	V
1100	1800				СЛОМАННЫЙ		st-tel_slom-makh	st	tel_slom	makh	31.0	53.0	72		
533	1133			ТЕЛЕВИЗОР			st-tel_slom-mira	st	tel_slom	mira	13.0	32.0	72		
566	1066				ТЕЛЕВИЗОР		st-tel_slom-mira	st	tel_slom	mira	14.0	30.0	72	ТЕЛЕВИЗОР	N
1200	2000			СЛОМАННЫЙ			st-tel_slom-mira	st	tel_slom	mira	34.0	60.0	72		
1266	2033				СЛОМАННЫЙ		st-tel_slom-mira	st	tel_slom	mira	36.0	61.0	72	СЛОМАННЫЙ	V
266	1166			ТЕЛЕВИЗОР			st-tel_slom-tanya	st	tel_slom	tanya	5.0	33.0	79	ТЕЛЕВИЗОР	N
366	1133				ТЕЛЕВИЗОР		st-tel_slom-tanya	st	tel_slom	tanya	8.0	32.0	79		
1233	2133				СЛОМАННЫЙ		st-tel_slom-tanya	st	tel_slom	tanya	35.0	64.0	79		
1266	2133			СЛОМАННЫЙ			st-tel_slom-tanya	st	tel_slom	tanya	36.0	64.0	79	СЛОМАННЫЙ	V
200	2200		br_raise				gen_q-uchit_smeh-alt	gen_q	uchit_smeh	alt	3.0	66.0	76		
433	1033			УЧИТЕЛЬ	УЧИТЕЛЬ		gen_q-uchit_smeh-alt	gen_q	uchit_smeh	alt	10.0	29.0	76	УЧИТЕЛЬ	N
1333	1966	nod					gen_q-uchit_smeh-alt	gen_q	uchit_smeh	alt	38.0	59.0	76		
1333	2200			СМЕЯТЬСЯ			gen_q-uchit_smeh-alt	gen_q	uchit_smeh	alt	38.0	66.0	76	СМЕЯТЬСЯ	V
208	780				УЧИТЕЛЬ		gen_q-uchit_smeh-kar	gen_q	uchit_smeh	kar	-0.0	12.0	38		
208	832			УЧИТЕЛЬ			gen_q-uchit_smeh-kar	gen_q	uchit_smeh	kar	-0.0	13.0	38	УЧИТЕЛЬ	N
416	1613		br_low				gen_q-uchit_smeh-kar	gen_q	uchit_smeh	kar	4.0	31.0	38		
1092	1873			СМЕЯТЬСЯ			gen_q-uchit_smeh-kar	gen_q	uchit_smeh	kar	19.0	36.0	38	СМЕЯТЬСЯ	V
500	1166			УЧИТЕЛЬ			gen_q-uchit_smeh-makh	gen_q	uchit_smeh	makh	12.0	34.0	65	УЧИТЕЛЬ	N
666	1233				УЧИТЕЛЬ		gen_q-uchit_smeh-makh	gen_q	uchit_smeh	makh	18.0	36.0	65		
1233	1766		br_raise				gen_q-uchit_smeh-makh	gen_q	uchit_smeh	makh	36.0	53.0	65		
1266	1733			СМЕЯТЬСЯ			gen_q-uchit_smeh-makh	gen_q	uchit_smeh	makh	37.0	52.0	65	СМЕЯТЬСЯ	V
1333	1766	turn_forward					gen_q-uchit_smeh-makh	gen_q	uchit_smeh	makh	39.0	53.0	65		
133	866				УЧИТЕЛЬ		gen_q-uchit_smeh-mira	gen_q	uchit_smeh	mira	0.0	24.0	56	УЧИТЕЛЬ	N
133	933			УЧИТЕЛЬ			gen_q-uchit_smeh-mira	gen_q	uchit_smeh	mira	0.0	26.0	56		
133	1866		br_low				gen_q-uchit_smeh-mira	gen_q	uchit_smeh	mira	0.0	56.0	56		
1033	1666				СМЕЯТЬСЯ		gen_q-uchit_smeh-mira	gen_q	uchit_smeh	mira	30.0	50.0	56	СМЕЯТЬСЯ	V
500	1366			УЧИТЕЛЬ			gen_q-uchit_smeh-tanya	gen_q	uchit_smeh	tanya	12.0	39.0	81	УЧИТЕЛЬ	N
500	1433				УЧИТЕЛЬ		gen_q-uchit_smeh-tanya	gen_q	uchit_smeh	tanya	12.0	42.0	81		
633	1333	nod					gen_q-uchit_smeh-tanya	gen_q	uchit_smeh	tanya	16.0	38.0	81		
1500	1833	turn_forward					gen_q-uchit_smeh-tanya	gen_q	uchit_smeh	tanya	44.0	54.0	81		
1566	2133			СМЕЯТЬСЯ			gen_q-uchit_smeh-tanya	gen_q	uchit_smeh	tanya	46.0	64.0	81	СМЕЯТЬСЯ	V
633	1500			УЧИТЕЛЬ			st-uchit_smeh-tanya	st	uchit_smeh	tanya	16.0	44.0	83	УЧИТЕЛЬ	N
633	1533				УЧИТЕЛЬ		st-uchit_smeh-tanya	st	uchit_smeh	tanya	16.0	45.0	83		
1600	2300			СМЕЯТЬСЯ			st-uchit_smeh-tanya	st	uchit_smeh	tanya	47.0	69.0	83	СМЕЯТЬСЯ	V
500	1100				УЧИТЕЛЬ		st-uchit_smeh-alt	st	uchit_smeh	alt	12.0	31.0	81		
500	1133			УЧИТЕЛЬ			st-uchit_smeh-alt	st	uchit_smeh	alt	12.0	32.0	81	УЧИТЕЛЬ	N
1333	2100			СМЕЯТЬСЯ			st-uchit_smeh-alt	st	uchit_smeh	alt	38.0	63.0	81	СМЕЯТЬСЯ	V
208	1248			УЧИТЕЛЬ	УЧИТЕЛЬ		st-uchit_smeh-kar	st	uchit_smeh	kar	-0.0	23.0	38	УЧИТЕЛЬ	N
